04/11 07:34:58 PM: Epoch: 133, Loss: 0.0471297, valid acc: 0.7942834, valid auc: 0.8053202, test acc: 0.8095565, test auc: 0.8145372
04/11 07:35:32 PM: Epoch: 134, Loss: 0.0432450, valid acc: 0.7922681, valid auc: 0.8048091, test acc: 0.8071953, test auc: 0.8142889
04/11 07:36:06 PM: Epoch: 135, Loss: 0.0495622, valid acc: 0.7936253, valid auc: 0.8042716, test acc: 0.8083544, test auc: 0.8130970
04/11 07:36:41 PM: Epoch: 136, Loss: 0.0497315, valid acc: 0.7919391, valid auc: 0.8042339, test acc: 0.8091701, test auc: 0.8144871
04/11 07:37:15 PM: Epoch: 137, Loss: 0.0533324, valid acc: 0.7920625, valid auc: 0.8029550, test acc: 0.8092560, test auc: 0.8129338
04/11 07:37:49 PM: Epoch: 138, Loss: 0.0518193, valid acc: 0.7931318, valid auc: 0.8041748, test acc: 0.8100717, test auc: 0.8138535
04/11 07:38:23 PM: Epoch: 139, Loss: 0.0441038, valid acc: 0.7921859, valid auc: 0.8044579, test acc: 0.8090413, test auc: 0.8143413
04/11 07:38:58 PM: Epoch: 140, Loss: 0.0391178, valid acc: 0.7930907, valid auc: 0.8053288, test acc: 0.8090413, test auc: 0.8147768
04/11 07:39:32 PM: Epoch: 141, Loss: 0.0383232, valid acc: 0.7922270, valid auc: 0.8047142, test acc: 0.8086120, test auc: 0.8142363
04/11 07:40:06 PM: Epoch: 142, Loss: 0.0365672, valid acc: 0.7921448, valid auc: 0.8026428, test acc: 0.8090413, test auc: 0.8119325
04/11 07:40:40 PM: Epoch: 143, Loss: 0.0333785, valid acc: 0.7917335, valid auc: 0.8050350, test acc: 0.8071953, test auc: 0.8130263
04/11 07:41:15 PM: Epoch: 144, Loss: 0.0299305, valid acc: 0.7917746, valid auc: 0.8043335, test acc: 0.8093419, test auc: 0.8143564
04/11 07:41:49 PM: Epoch: 145, Loss: 0.0291548, valid acc: 0.7926794, valid auc: 0.8033280, test acc: 0.8086550, test auc: 0.8135791
04/11 07:42:23 PM: Epoch: 146, Loss: 0.0248091, valid acc: 0.7926383, valid auc: 0.8047903, test acc: 0.8089125, test auc: 0.8146589
04/11 07:42:57 PM: Epoch: 147, Loss: 0.0282510, valid acc: 0.7922270, valid auc: 0.8038226, test acc: 0.8092560, test auc: 0.8140744
04/11 07:43:32 PM: Epoch: 148, Loss: 0.0284210, valid acc: 0.7912811, valid auc: 0.8033169, test acc: 0.8092560, test auc: 0.8142430
04/11 07:44:06 PM: Epoch: 149, Loss: 0.0259409, valid acc: 0.7928028, valid auc: 0.8039839, test acc: 0.8097282, test auc: 0.8148009
04/11 07:44:40 PM: Epoch: 150, Loss: 0.0266194, valid acc: 0.7937487, valid auc: 0.8042570, test acc: 0.8095136, test auc: 0.8140045
04/11 07:45:13 PM: Epoch: 151, Loss: 0.0281323, valid acc: 0.7923915, valid auc: 0.8044100, test acc: 0.8099858, test auc: 0.8143609
04/11 07:45:49 PM: Epoch: 152, Loss: 0.0228424, valid acc: 0.7913222, valid auc: 0.8044459, test acc: 0.8081398, test auc: 0.8144611
04/11 07:46:23 PM: Epoch: 153, Loss: 0.0196963, valid acc: 0.7929262, valid auc: 0.8039850, test acc: 0.8079251, test auc: 0.8137297
04/11 07:46:57 PM: Epoch: 154, Loss: 0.0189807, valid acc: 0.7929673, valid auc: 0.8038383, test acc: 0.8089125, test auc: 0.8130032
04/11 07:47:31 PM: Epoch: 155, Loss: 0.0198424, valid acc: 0.7919391, valid auc: 0.8039251, test acc: 0.8091701, test auc: 0.8140259
04/11 07:48:06 PM: Epoch: 156, Loss: 0.0205451, valid acc: 0.7937487, valid auc: 0.8040168, test acc: 0.8086550, test auc: 0.8145288
04/11 07:48:40 PM: Epoch: 157, Loss: 0.0224721, valid acc: 0.7927617, valid auc: 0.8044060, test acc: 0.8082686, test auc: 0.8145294
04/11 07:49:14 PM: Epoch: 158, Loss: 0.0240896, valid acc: 0.7913634, valid auc: 0.8032068, test acc: 0.8086120, test auc: 0.8132773
04/11 07:49:48 PM: Epoch: 159, Loss: 0.0238235, valid acc: 0.7914867, valid auc: 0.8033461, test acc: 0.8070665, test auc: 0.8128359
04/11 07:50:23 PM: Epoch: 160, Loss: 0.0225055, valid acc: 0.7933374, valid auc: 0.8028270, test acc: 0.8073670, test auc: 0.8139216
04/11 07:50:57 PM: Epoch: 161, Loss: 0.0227058, valid acc: 0.7922681, valid auc: 0.8037648, test acc: 0.8072812, test auc: 0.8139776
04/11 07:51:31 PM: Epoch: 162, Loss: 0.0283917, valid acc: 0.7920214, valid auc: 0.8019857, test acc: 0.8075817, test auc: 0.8127903
04/11 07:52:05 PM: Epoch: 163, Loss: 0.0317179, valid acc: 0.7918980, valid auc: 0.8028016, test acc: 0.8063796, test auc: 0.8134247
04/11 07:52:40 PM: Epoch: 164, Loss: 0.0293009, valid acc: 0.7914867, valid auc: 0.8032547, test acc: 0.8068089, test auc: 0.8139232
04/11 07:53:14 PM: Epoch: 165, Loss: 0.0275090, valid acc: 0.7937898, valid auc: 0.8034611, test acc: 0.8087838, test auc: 0.8138081
04/11 07:53:48 PM: Epoch: 166, Loss: 0.0272798, valid acc: 0.7930496, valid auc: 0.8041115, test acc: 0.8074958, test auc: 0.8138387
04/11 07:54:22 PM: Epoch: 167, Loss: 0.0253307, valid acc: 0.7933374, valid auc: 0.8045525, test acc: 0.8089125, test auc: 0.8137702
04/11 07:54:57 PM: Epoch: 168, Loss: 0.0264733, valid acc: 0.7900884, valid auc: 0.8028542, test acc: 0.8062937, test auc: 0.8119101
04/11 07:55:30 PM: Epoch: 169, Loss: 0.0259610, valid acc: 0.7924738, valid auc: 0.8036171, test acc: 0.8078822, test auc: 0.8124465
04/11 07:56:04 PM: Epoch: 170, Loss: 0.0285803, valid acc: 0.7941600, valid auc: 0.8035653, test acc: 0.8090413, test auc: 0.8143715
04/11 07:56:38 PM: Epoch: 171, Loss: 0.0313555, valid acc: 0.7920625, valid auc: 0.8030228, test acc: 0.8067660, test auc: 0.8124602
04/11 07:57:13 PM: Epoch: 172, Loss: 0.0287276, valid acc: 0.7936665, valid auc: 0.8035407, test acc: 0.8053922, test auc: 0.8116418
04/11 07:57:47 PM: Epoch: 173, Loss: 0.0265649, valid acc: 0.7921036, valid auc: 0.8037570, test acc: 0.8058644, test auc: 0.8131115
04/11 07:58:21 PM: Epoch: 174, Loss: 0.0249350, valid acc: 0.7939132, valid auc: 0.8036215, test acc: 0.8082256, test auc: 0.8137655
04/11 07:58:55 PM: Epoch: 175, Loss: 0.0247820, valid acc: 0.7943245, valid auc: 0.8039964, test acc: 0.8074100, test auc: 0.8136984
04/11 07:59:30 PM: Epoch: 176, Loss: 0.0248258, valid acc: 0.7903352, valid auc: 0.8027235, test acc: 0.8049199, test auc: 0.8120488
